review_id,order_id,date,product,sku,region,rating,review_text
500274,101161,2026-07-01,Hemp Espadrille,HMP-005,South,5,"Absolutely love these, will buy another pair!"
500275,100258,2026-04-05,Merino Wool Loafer,MWL-001,East,5,"Great quality, super comfortable for daily wear."
500276,101247,2026-07-09,Cork Sandal,CRK-004,West,5,Perfect fit and very breathable material.
500277,101217,2026-05-07,Cork Sandal,CRK-004,North,3,Order tracking showed no movement for over a week.
500278,101127,2026-07-31,Cork Sandal,CRK-004,East,5,Perfect fit and very breathable material.
500279,100484,2026-07-16,Bamboo Fiber Sneaker,BFS-002,West,5,"Loved the material, feels premium and sustainable."
500280,101040,2026-06-15,Merino Wool Loafer,MWL-001,West,5,"Loved the material, feels premium and sustainable."
500281,100161,2026-02-23,Merino Wool Loafer,MWL-001,East,5,"Worth every rupee, best purchase this year."
500282,100873,2026-07-28,Canvas Slip-On,CNV-006,East,4,"Great everyday shoe, gets compliments all the time."
500283,100957,2026-05-20,Bamboo Fiber Sneaker,BFS-002,West,5,"Great quality, super comfortable for daily wear."
500284,100638,2026-07-23,Cork Sandal,CRK-004,West,2,"Really slow delivery this time, not the usual experience."
500285,100337,2026-07-20,Bamboo Fiber Sneaker,BFS-002,West,3,"Good value for the price, would buy again."
500286,100405,2026-03-16,Merino Wool Loafer,MWL-001,East,5,"Loved the material, feels premium and sustainable."
500287,100502,2026-07-08,Merino Wool Loafer,MWL-001,East,3,Shipment got stuck in transit for days before arriving.
500288,100869,2026-06-25,Recycled PET Runner,RPR-003,South,5,"Exactly as described, fast shipping too."
500289,100362,2026-05-12,Canvas Slip-On,CNV-006,West,3,Stitching came a little loose after light use.
500290,100510,2026-04-27,Recycled PET Runner,RPR-003,South,4,"Great quality, super comfortable for daily wear."
500291,100621,2026-04-04,Cork Sandal,CRK-004,North,5,"Good value for the price, would buy again."
500292,100585,2026-04-28,Recycled PET Runner,RPR-003,West,5,"Great everyday shoe, gets compliments all the time."
500293,100919,2026-05-25,Canvas Slip-On,CNV-006,East,5,"Absolutely love these, will buy another pair!"
500294,100413,2026-04-15,Cork Sandal,CRK-004,East,5,"Great quality, super comfortable for daily wear."
500295,100557,2026-03-23,Canvas Slip-On,CNV-006,West,2,Order tracking showed no movement for over a week.
500296,100986,2026-07-12,Canvas Slip-On,CNV-006,North,4,"Absolutely love these, will buy another pair!"
500297,100164,2026-07-29,Cork Sandal,CRK-004,East,5,"Loved the material, feels premium and sustainable."
500298,100737,2026-07-28,Hemp Espadrille,HMP-005,North,5,"Great quality, super comfortable for daily wear."
500299,100816,2026-06-05,Canvas Slip-On,CNV-006,South,3,"Great quality, super comfortable for daily wear."
500300,100774,2026-06-18,Cork Sandal,CRK-004,North,3,Sole started wearing out after a couple months.
500301,101382,2026-05-14,Recycled PET Runner,RPR-003,East,4,"Loved the material, feels premium and sustainable."
500302,101288,2026-05-23,Canvas Slip-On,CNV-006,West,5,"Comfortable right out of the box, no break-in needed."
500303,100904,2026-05-16,Hemp Espadrille,HMP-005,South,3,"Delivery took almost 3 weeks, way longer than promised."
500304,100866,2026-07-29,Bamboo Fiber Sneaker,BFS-002,South,3,"Worth every rupee, best purchase this year."
500305,101035,2026-06-28,Bamboo Fiber Sneaker,BFS-002,North,3,"A bit pricey for what you get, but decent quality."
500306,100888,2026-07-15,Hemp Espadrille,HMP-005,East,3,"A bit pricey for what you get, but decent quality."
500307,100320,2026-07-31,Cork Sandal,CRK-004,East,4,"Comfortable right out of the box, no break-in needed."
500308,101187,2026-05-31,Hemp Espadrille,HMP-005,East,4,"Great everyday shoe, gets compliments all the time."
500309,100041,2026-05-28,Cork Sandal,CRK-004,East,4,"Loved the material, feels premium and sustainable."
500310,101139,2026-06-27,Hemp Espadrille,HMP-005,East,4,"Great quality, super comfortable for daily wear."
500311,100876,2026-02-16,Canvas Slip-On,CNV-006,North,4,Stitching came a little loose after light use.
500312,100171,2026-07-23,Canvas Slip-On,CNV-006,South,3,"A bit pricey for what you get, but decent quality."
500313,100615,2026-05-27,Cork Sandal,CRK-004,West,5,"Comfortable right out of the box, no break-in needed."
500314,100313,2026-07-21,Hemp Espadrille,HMP-005,East,3,"Great quality, super comfortable for daily wear."
500315,101189,2026-07-05,Recycled PET Runner,RPR-003,East,5,"Good value for the price, would buy again."
500316,100527,2026-02-27,Merino Wool Loafer,MWL-001,North,5,"Comfortable right out of the box, no break-in needed."
500317,100780,2026-03-04,Hemp Espadrille,HMP-005,South,5,"A bit pricey for what you get, but decent quality."
500318,100950,2026-02-27,Canvas Slip-On,CNV-006,West,5,"Exactly as described, fast shipping too."
500319,100627,2026-05-23,Hemp Espadrille,HMP-005,South,4,"Great everyday shoe, gets compliments all the time."
500320,100929,2026-06-19,Canvas Slip-On,CNV-006,North,4,"Comfortable right out of the box, no break-in needed."
500321,100581,2026-03-20,Cork Sandal,CRK-004,North,4,"Loved the material, feels premium and sustainable."
500322,100769,2026-03-18,Hemp Espadrille,HMP-005,East,5,"Absolutely love these, will buy another pair!"
500323,100985,2026-03-16,Recycled PET Runner,RPR-003,East,4,Stitching came a little loose after light use.
500324,100148,2026-06-05,Cork Sandal,CRK-004,South,4,Perfect fit and very breathable material.
500325,100683,2026-05-10,Recycled PET Runner,RPR-003,East,5,"Great quality, super comfortable for daily wear."
500326,101299,2026-04-19,Merino Wool Loafer,MWL-001,West,5,"A bit pricey for what you get, but decent quality."
500327,100962,2026-04-08,Merino Wool Loafer,MWL-001,North,4,"Loved the material, feels premium and sustainable."
500328,100401,2026-07-04,Canvas Slip-On,CNV-006,East,5,Perfect fit and very breathable material.
500329,100317,2026-07-18,Bamboo Fiber Sneaker,BFS-002,East,3,Sole started wearing out after a couple months.
500330,101228,2026-03-07,Cork Sandal,CRK-004,West,5,"Comfortable right out of the box, no break-in needed."
500331,100009,2026-07-31,Recycled PET Runner,RPR-003,South,4,"Great quality, super comfortable for daily wear."
500332,100027,2026-07-28,Bamboo Fiber Sneaker,BFS-002,South,5,"Absolutely love these, will buy another pair!"
500333,101026,2026-05-01,Recycled PET Runner,RPR-003,West,4,Sole started wearing out after a couple months.
500334,100767,2026-03-27,Hemp Espadrille,HMP-005,East,5,"Comfortable right out of the box, no break-in needed."
500335,101132,2026-03-12,Hemp Espadrille,HMP-005,West,2,Order tracking showed no movement for over a week.
500336,100829,2026-03-23,Hemp Espadrille,HMP-005,West,5,"Great everyday shoe, gets compliments all the time."
500337,101234,2026-05-06,Canvas Slip-On,CNV-006,East,2,"Delivery took almost 3 weeks, way longer than promised."
500338,100809,2026-03-06,Merino Wool Loafer,MWL-001,South,4,Color faded slightly after a few washes.
500339,100765,2026-04-10,Merino Wool Loafer,MWL-001,East,5,"Loved the material, feels premium and sustainable."
500340,100787,2026-05-31,Recycled PET Runner,RPR-003,West,4,Stitching came a little loose after light use.
500341,101003,2026-07-31,Recycled PET Runner,RPR-003,West,4,"Comfortable right out of the box, no break-in needed."
500342,100631,2026-03-21,Merino Wool Loafer,MWL-001,West,5,"Exactly as described, fast shipping too."
500343,100146,2026-03-05,Merino Wool Loafer,MWL-001,South,4,Color faded slightly after a few washes.
500344,100838,2026-07-20,Recycled PET Runner,RPR-003,North,3,Order tracking showed no movement for over a week.
500345,100080,2026-03-15,Cork Sandal,CRK-004,South,5,"Loved the material, feels premium and sustainable."
500346,101175,2026-03-18,Cork Sandal,CRK-004,South,5,"Great everyday shoe, gets compliments all the time."
500347,100789,2026-02-24,Cork Sandal,CRK-004,North,5,"Comfortable right out of the box, no break-in needed."
500348,100333,2026-04-03,Recycled PET Runner,RPR-003,West,3,"Loved the material, feels premium and sustainable."
500349,100398,2026-04-24,Canvas Slip-On,CNV-006,South,5,"Loved the material, feels premium and sustainable."
500350,100894,2026-02-13,Cork Sandal,CRK-004,West,3,"Good value for the price, would buy again."
500351,100523,2026-07-31,Bamboo Fiber Sneaker,BFS-002,East,5,"Exactly as described, fast shipping too."
500352,100714,2026-06-22,Merino Wool Loafer,MWL-001,East,4,"Absolutely love these, will buy another pair!"
500353,101044,2026-04-06,Cork Sandal,CRK-004,South,5,"Loved the material, feels premium and sustainable."
500354,101001,2026-07-25,Bamboo Fiber Sneaker,BFS-002,West,5,"Loved the material, feels premium and sustainable."
500355,100755,2026-03-21,Canvas Slip-On,CNV-006,North,5,"Loved the material, feels premium and sustainable."
500356,100119,2026-06-26,Recycled PET Runner,RPR-003,North,4,Stitching came a little loose after light use.
500357,100790,2026-04-19,Canvas Slip-On,CNV-006,East,4,"Great quality, super comfortable for daily wear."
500358,101113,2026-07-31,Bamboo Fiber Sneaker,BFS-002,South,3,"A bit pricey for what you get, but decent quality."
500359,101367,2026-07-29,Merino Wool Loafer,MWL-001,North,1,"Runs really small, had to return and reorder a size up."
500360,101145,2026-07-11,Cork Sandal,CRK-004,West,5,"Worth every rupee, best purchase this year."
500361,100979,2026-07-31,Canvas Slip-On,CNV-006,North,4,"Absolutely love these, will buy another pair!"
500362,101267,2026-07-19,Cork Sandal,CRK-004,East,2,Shipment got stuck in transit for days before arriving.
500363,100741,2026-06-16,Merino Wool Loafer,MWL-001,North,4,"Loved the material, feels premium and sustainable."
500364,101283,2026-05-11,Canvas Slip-On,CNV-006,South,4,"Great everyday shoe, gets compliments all the time."
500365,100303,2026-05-06,Canvas Slip-On,CNV-006,East,5,"Exactly as described, fast shipping too."
500366,100536,2026-06-26,Recycled PET Runner,RPR-003,West,4,"Loved the material, feels premium and sustainable."
500367,100933,2026-02-12,Recycled PET Runner,RPR-003,East,4,"Loved the material, feels premium and sustainable."
500368,100302,2026-06-10,Cork Sandal,CRK-004,West,5,"Good value for the price, would buy again."
500369,100521,2026-05-25,Cork Sandal,CRK-004,East,3,"Very comfortable, perfect for long walks."
500370,100507,2026-03-03,Recycled PET Runner,RPR-003,East,5,Perfect fit and very breathable material.
500371,101286,2026-02-27,Bamboo Fiber Sneaker,BFS-002,West,2,"Really slow delivery this time, not the usual experience."
500372,100026,2026-06-08,Merino Wool Loafer,MWL-001,North,5,"Great everyday shoe, gets compliments all the time."
500373,100240,2026-07-21,Recycled PET Runner,RPR-003,East,4,"Loved the material, feels premium and sustainable."
500374,100190,2026-03-22,Bamboo Fiber Sneaker,BFS-002,East,3,"Loved the material, feels premium and sustainable."
500375,101343,2026-03-03,Recycled PET Runner,RPR-003,South,3,"A bit pricey for what you get, but decent quality."
500376,100815,2026-03-25,Bamboo Fiber Sneaker,BFS-002,North,4,Stitching came a little loose after light use.
500377,100165,2026-02-24,Recycled PET Runner,RPR-003,South,4,"Great everyday shoe, gets compliments all the time."
500378,100531,2026-06-19,Cork Sandal,CRK-004,West,3,Shipment got stuck in transit for days before arriving.
500379,100932,2026-07-03,Cork Sandal,CRK-004,South,3,Color faded slightly after a few washes.
500380,100194,2026-06-06,Recycled PET Runner,RPR-003,North,4,"Comfortable right out of the box, no break-in needed."
500381,100898,2026-03-22,Recycled PET Runner,RPR-003,West,5,Perfect fit and very breathable material.
500382,100434,2026-05-10,Hemp Espadrille,HMP-005,South,4,Perfect fit and very breathable material.
500383,101293,2026-07-04,Bamboo Fiber Sneaker,BFS-002,South,5,"Comfortable right out of the box, no break-in needed."
500384,101151,2026-07-02,Cork Sandal,CRK-004,West,5,"Worth every rupee, best purchase this year."
500385,101221,2026-03-30,Canvas Slip-On,CNV-006,South,5,"Absolutely love these, will buy another pair!"
500386,100259,2026-03-04,Hemp Espadrille,HMP-005,West,4,Perfect fit and very breathable material.
500387,100709,2026-04-18,Canvas Slip-On,CNV-006,West,5,"Great quality, super comfortable for daily wear."
500388,100310,2026-04-24,Hemp Espadrille,HMP-005,West,5,"Absolutely love these, will buy another pair!"
500389,100513,2026-02-04,Merino Wool Loafer,MWL-001,East,4,"Comfortable right out of the box, no break-in needed."
500390,100991,2026-03-23,Merino Wool Loafer,MWL-001,North,5,"Exactly as described, fast shipping too."
500391,100546,2026-02-08,Recycled PET Runner,RPR-003,North,4,"Great everyday shoe, gets compliments all the time."
500392,100675,2026-04-01,Hemp Espadrille,HMP-005,West,4,Color faded slightly after a few washes.
500393,100908,2026-07-11,Cork Sandal,CRK-004,North,4,Perfect fit and very breathable material.
500394,100392,2026-02-14,Merino Wool Loafer,MWL-001,South,5,"Exactly as described, fast shipping too."
500395,100601,2026-03-31,Canvas Slip-On,CNV-006,East,4,"Great quality, super comfortable for daily wear."
500396,100316,2026-06-25,Recycled PET Runner,RPR-003,West,4,"Absolutely love these, will buy another pair!"
500397,100752,2026-05-27,Canvas Slip-On,CNV-006,West,5,"Absolutely love these, will buy another pair!"
500398,101144,2026-06-08,Hemp Espadrille,HMP-005,West,4,"Exactly as described, fast shipping too."
500399,100771,2026-05-13,Merino Wool Loafer,MWL-001,West,5,"Exactly as described, fast shipping too."
500400,101020,2026-02-19,Merino Wool Loafer,MWL-001,East,4,"Absolutely love these, will buy another pair!"
500401,101313,2026-07-02,Bamboo Fiber Sneaker,BFS-002,East,4,"Comfortable right out of the box, no break-in needed."
500402,100746,2026-03-15,Recycled PET Runner,RPR-003,West,4,Color faded slightly after a few washes.
500403,100891,2026-02-11,Bamboo Fiber Sneaker,BFS-002,South,5,"Exactly as described, fast shipping too."
500404,101314,2026-03-20,Hemp Espadrille,HMP-005,South,5,"Great everyday shoe, gets compliments all the time."
500405,100112,2026-06-11,Bamboo Fiber Sneaker,BFS-002,West,4,"Great quality, super comfortable for daily wear."
500406,101188,2026-07-19,Bamboo Fiber Sneaker,BFS-002,West,4,Perfect fit and very breathable material.
500407,100587,2026-02-17,Cork Sandal,CRK-004,East,4,Stitching came a little loose after light use.
500408,101192,2026-02-24,Recycled PET Runner,RPR-003,South,4,"Great everyday shoe, gets compliments all the time."
500409,100817,2026-07-16,Recycled PET Runner,RPR-003,South,4,"Great quality, super comfortable for daily wear."
500410,100353,2026-07-31,Bamboo Fiber Sneaker,BFS-002,South,3,Stitching came a little loose after light use.
500411,100834,2026-03-07,Cork Sandal,CRK-004,South,4,"Loved the material, feels premium and sustainable."
500412,100147,2026-04-27,Bamboo Fiber Sneaker,BFS-002,West,3,Sole started wearing out after a couple months.
500413,100276,2026-05-11,Canvas Slip-On,CNV-006,West,4,"Loved the material, feels premium and sustainable."
500414,101229,2026-07-19,Canvas Slip-On,CNV-006,South,5,"Loved the material, feels premium and sustainable."
500415,100215,2026-02-19,Hemp Espadrille,HMP-005,East,5,"Great quality, super comfortable for daily wear."
500416,100953,2026-06-15,Recycled PET Runner,RPR-003,West,5,Perfect fit and very breathable material.
500417,100987,2026-05-13,Canvas Slip-On,CNV-006,West,5,"Loved the material, feels premium and sustainable."
500418,100408,2026-05-01,Recycled PET Runner,RPR-003,West,4,"Very comfortable, perfect for long walks."
500419,100716,2026-05-08,Merino Wool Loafer,MWL-001,West,5,"Exactly as described, fast shipping too."
500420,101005,2026-06-05,Recycled PET Runner,RPR-003,South,4,Perfect fit and very breathable material.
500421,100007,2026-02-24,Hemp Espadrille,HMP-005,East,4,"Good value for the price, would buy again."
500422,100173,2026-05-20,Recycled PET Runner,RPR-003,East,5,"Great quality, super comfortable for daily wear."
500423,100836,2026-02-12,Canvas Slip-On,CNV-006,North,4,"Great quality, super comfortable for daily wear."
500424,100504,2026-04-05,Merino Wool Loafer,MWL-001,North,5,"Good value for the price, would buy again."
500425,100002,2026-07-05,Merino Wool Loafer,MWL-001,North,3,Shipment got stuck in transit for days before arriving.
500426,101254,2026-04-24,Bamboo Fiber Sneaker,BFS-002,South,5,"Great quality, super comfortable for daily wear."
500427,100072,2026-05-02,Recycled PET Runner,RPR-003,West,5,Perfect fit and very breathable material.
500428,100793,2026-06-08,Merino Wool Loafer,MWL-001,North,5,"Exactly as described, fast shipping too."
500429,101049,2026-05-24,Bamboo Fiber Sneaker,BFS-002,North,3,"Delivery took almost 3 weeks, way longer than promised."
500430,100428,2026-05-17,Canvas Slip-On,CNV-006,West,4,Sole started wearing out after a couple months.
500431,100538,2026-02-18,Merino Wool Loafer,MWL-001,East,5,"Good value for the price, would buy again."
500432,100427,2026-03-12,Cork Sandal,CRK-004,West,5,"Comfortable right out of the box, no break-in needed."
500433,100671,2026-03-31,Merino Wool Loafer,MWL-001,East,3,Color faded slightly after a few washes.
500434,100296,2026-03-11,Canvas Slip-On,CNV-006,East,5,"Absolutely love these, will buy another pair!"
500435,100751,2026-07-05,Cork Sandal,CRK-004,East,5,"Comfortable right out of the box, no break-in needed."
500436,100442,2026-04-05,Merino Wool Loafer,MWL-001,South,5,Perfect fit and very breathable material.
500437,100175,2026-03-04,Recycled PET Runner,RPR-003,East,4,"Great quality, super comfortable for daily wear."
500438,100181,2026-03-04,Recycled PET Runner,RPR-003,West,5,"Great everyday shoe, gets compliments all the time."
500439,100384,2026-03-08,Cork Sandal,CRK-004,West,3,"Very comfortable, perfect for long walks."
500440,100191,2026-03-20,Bamboo Fiber Sneaker,BFS-002,East,3,"Loved the material, feels premium and sustainable."
500441,100721,2026-03-07,Merino Wool Loafer,MWL-001,East,4,"Great quality, super comfortable for daily wear."
500442,101379,2026-04-12,Bamboo Fiber Sneaker,BFS-002,East,4,"Great everyday shoe, gets compliments all the time."
500443,100203,2026-07-31,Hemp Espadrille,HMP-005,East,4,Stitching came a little loose after light use.
500444,101171,2026-07-25,Cork Sandal,CRK-004,East,5,"Good value for the price, would buy again."
500445,101358,2026-05-05,Bamboo Fiber Sneaker,BFS-002,North,5,Perfect fit and very breathable material.
500446,100515,2026-03-03,Bamboo Fiber Sneaker,BFS-002,East,2,"Package was delayed multiple times, courier kept rescheduling."
500447,100113,2026-02-11,Cork Sandal,CRK-004,West,4,"Exactly as described, fast shipping too."
500448,100462,2026-06-23,Merino Wool Loafer,MWL-001,East,5,"Great everyday shoe, gets compliments all the time."
500449,101080,2026-06-29,Cork Sandal,CRK-004,South,5,"Comfortable right out of the box, no break-in needed."
500450,100990,2026-04-03,Cork Sandal,CRK-004,South,5,"Exactly as described, fast shipping too."
500451,100218,2026-06-24,Bamboo Fiber Sneaker,BFS-002,West,5,"Great quality, super comfortable for daily wear."
500452,100961,2026-07-31,Hemp Espadrille,HMP-005,North,5,Perfect fit and very breathable material.
500453,101282,2026-05-09,Bamboo Fiber Sneaker,BFS-002,South,3,"Good value for the price, would buy again."
500454,100061,2026-05-27,Bamboo Fiber Sneaker,BFS-002,South,5,"Loved the material, feels premium and sustainable."
500455,101167,2026-06-02,Bamboo Fiber Sneaker,BFS-002,East,3,Shipment got stuck in transit for days before arriving.
500456,101125,2026-06-19,Cork Sandal,CRK-004,North,3,Sole started wearing out after a couple months.
500457,101065,2026-04-23,Canvas Slip-On,CNV-006,West,5,"Exactly as described, fast shipping too."
500458,100778,2026-06-10,Recycled PET Runner,RPR-003,South,2,"Really slow delivery this time, not the usual experience."
500459,100197,2026-05-02,Merino Wool Loafer,MWL-001,North,4,Stitching came a little loose after light use.
500460,100266,2026-02-14,Recycled PET Runner,RPR-003,South,5,"Great everyday shoe, gets compliments all the time."
500461,101319,2026-04-21,Hemp Espadrille,HMP-005,North,5,"Absolutely love these, will buy another pair!"
500462,100893,2026-07-31,Cork Sandal,CRK-004,West,4,"Great everyday shoe, gets compliments all the time."
500463,101123,2026-03-22,Cork Sandal,CRK-004,North,3,Color faded slightly after a few washes.
500464,101368,2026-06-02,Bamboo Fiber Sneaker,BFS-002,East,5,"Exactly as described, fast shipping too."
500465,100642,2026-04-17,Merino Wool Loafer,MWL-001,North,5,"Great quality, super comfortable for daily wear."
500466,101355,2026-06-05,Bamboo Fiber Sneaker,BFS-002,South,1,Order tracking showed no movement for over a week.
500467,100640,2026-03-28,Hemp Espadrille,HMP-005,West,3,"Loved the material, feels premium and sustainable."
500468,100996,2026-06-02,Canvas Slip-On,CNV-006,West,4,"Exactly as described, fast shipping too."
500469,100890,2026-03-30,Cork Sandal,CRK-004,East,4,"Comfortable right out of the box, no break-in needed."
500470,100995,2026-05-06,Canvas Slip-On,CNV-006,East,5,"Exactly as described, fast shipping too."
500471,101089,2026-05-18,Cork Sandal,CRK-004,East,5,"Absolutely love these, will buy another pair!"
500472,101153,2026-03-06,Merino Wool Loafer,MWL-001,West,4,"Comfortable right out of the box, no break-in needed."
500473,100301,2026-04-28,Bamboo Fiber Sneaker,BFS-002,West,5,"Exactly as described, fast shipping too."
500474,100088,2026-04-10,Bamboo Fiber Sneaker,BFS-002,South,2,Shipment got stuck in transit for days before arriving.
500475,100387,2026-04-25,Canvas Slip-On,CNV-006,West,4,"Absolutely love these, will buy another pair!"
500476,100128,2026-02-05,Merino Wool Loafer,MWL-001,South,2,"Package was delayed multiple times, courier kept rescheduling."
500477,100284,2026-04-06,Recycled PET Runner,RPR-003,West,3,"Very comfortable, perfect for long walks."
500478,100066,2026-02-17,Hemp Espadrille,HMP-005,East,5,"Great everyday shoe, gets compliments all the time."
500479,100351,2026-04-01,Recycled PET Runner,RPR-003,South,4,"Good value for the price, would buy again."
500480,101216,2026-06-27,Bamboo Fiber Sneaker,BFS-002,North,5,Perfect fit and very breathable material.
500481,100600,2026-04-15,Recycled PET Runner,RPR-003,East,5,"Loved the material, feels premium and sustainable."
500482,100241,2026-06-28,Merino Wool Loafer,MWL-001,East,4,Perfect fit and very breathable material.
500483,100490,2026-06-27,Hemp Espadrille,HMP-005,North,5,"Exactly as described, fast shipping too."
500484,101041,2026-05-21,Cork Sandal,CRK-004,East,4,Color faded slightly after a few washes.
500485,100689,2026-07-13,Hemp Espadrille,HMP-005,North,3,"Good value for the price, would buy again."
500486,100779,2026-05-23,Recycled PET Runner,RPR-003,East,4,"Good value for the price, would buy again."
500487,100104,2026-05-02,Merino Wool Loafer,MWL-001,North,5,"Good value for the price, would buy again."
500488,101255,2026-07-16,Bamboo Fiber Sneaker,BFS-002,South,5,"Great quality, super comfortable for daily wear."
500489,100063,2026-04-06,Merino Wool Loafer,MWL-001,West,5,"Comfortable right out of the box, no break-in needed."
500490,101191,2026-04-12,Cork Sandal,CRK-004,South,5,"Great quality, super comfortable for daily wear."
500491,101162,2026-04-17,Canvas Slip-On,CNV-006,West,4,"Loved the material, feels premium and sustainable."
500492,100008,2026-06-28,Cork Sandal,CRK-004,North,3,Order tracking showed no movement for over a week.
500493,100682,2026-02-27,Hemp Espadrille,HMP-005,West,4,"Worth every rupee, best purchase this year."
500494,100597,2026-05-28,Canvas Slip-On,CNV-006,East,5,"Worth every rupee, best purchase this year."
500495,101063,2026-03-12,Hemp Espadrille,HMP-005,South,4,"Very comfortable, perfect for long walks."
500496,100043,2026-02-19,Hemp Espadrille,HMP-005,South,4,"Very comfortable, perfect for long walks."
500497,100975,2026-04-13,Hemp Espadrille,HMP-005,West,3,Stitching came a little loose after light use.
500498,101220,2026-02-14,Merino Wool Loafer,MWL-001,East,4,"Great quality, super comfortable for daily wear."
500499,100535,2026-07-17,Hemp Espadrille,HMP-005,South,5,"Absolutely love these, will buy another pair!"
500500,100811,2026-05-03,Recycled PET Runner,RPR-003,West,4,"Loved the material, feels premium and sustainable."
500501,101158,2026-05-05,Cork Sandal,CRK-004,South,5,"Comfortable right out of the box, no break-in needed."
500502,100385,2026-04-30,Bamboo Fiber Sneaker,BFS-002,East,2,"Really slow delivery this time, not the usual experience."
500503,101201,2026-07-02,Bamboo Fiber Sneaker,BFS-002,East,3,"Great quality, super comfortable for daily wear."
500504,100533,2026-07-19,Merino Wool Loafer,MWL-001,South,2,"Ordered my usual size but it's way too tight, returning it."
500505,101084,2026-03-20,Cork Sandal,CRK-004,North,3,"Package was delayed multiple times, courier kept rescheduling."
500506,100911,2026-02-13,Canvas Slip-On,CNV-006,East,3,Stitching came a little loose after light use.
500507,100498,2026-03-07,Merino Wool Loafer,MWL-001,South,3,"Loved the material, feels premium and sustainable."
500508,101173,2026-06-14,Hemp Espadrille,HMP-005,East,5,"Great quality, super comfortable for daily wear."
500509,100776,2026-04-30,Cork Sandal,CRK-004,North,5,"Comfortable right out of the box, no break-in needed."
500510,100346,2026-07-31,Merino Wool Loafer,MWL-001,West,4,"Exactly as described, fast shipping too."
500511,100619,2026-06-09,Recycled PET Runner,RPR-003,East,3,"A bit pricey for what you get, but decent quality."
500512,100440,2026-05-17,Cork Sandal,CRK-004,South,3,"Delivery took almost 3 weeks, way longer than promised."
500513,101276,2026-04-27,Cork Sandal,CRK-004,South,4,"Great quality, super comfortable for daily wear."
500514,100380,2026-06-07,Hemp Espadrille,HMP-005,South,4,Color faded slightly after a few washes.
500515,100699,2026-07-18,Hemp Espadrille,HMP-005,East,3,Shipment got stuck in transit for days before arriving.
500516,101196,2026-07-06,Recycled PET Runner,RPR-003,South,5,"Exactly as described, fast shipping too."
500517,100323,2026-02-09,Merino Wool Loafer,MWL-001,South,3,"Really slow delivery this time, not the usual experience."
500518,100837,2026-07-26,Merino Wool Loafer,MWL-001,West,2,"Runs really small, had to return and reorder a size up."
500519,100246,2026-03-15,Hemp Espadrille,HMP-005,West,5,"Exactly as described, fast shipping too."
500520,100370,2026-03-11,Bamboo Fiber Sneaker,BFS-002,North,4,"Comfortable right out of the box, no break-in needed."
500521,101008,2026-03-02,Merino Wool Loafer,MWL-001,North,4,"Absolutely love these, will buy another pair!"
500522,100409,2026-04-06,Cork Sandal,CRK-004,West,4,"Good value for the price, would buy again."
500523,100388,2026-06-15,Hemp Espadrille,HMP-005,South,4,"Loved the material, feels premium and sustainable."
500524,100626,2026-05-25,Merino Wool Loafer,MWL-001,East,4,"Exactly as described, fast shipping too."
500525,100059,2026-04-05,Merino Wool Loafer,MWL-001,East,4,"Worth every rupee, best purchase this year."
500526,101269,2026-02-16,Cork Sandal,CRK-004,East,3,"Very comfortable, perfect for long walks."
500527,100339,2026-06-28,Hemp Espadrille,HMP-005,South,5,"Great everyday shoe, gets compliments all the time."
500528,100826,2026-03-23,Recycled PET Runner,RPR-003,West,5,Perfect fit and very breathable material.
500529,100103,2026-03-04,Canvas Slip-On,CNV-006,South,4,"Loved the material, feels premium and sustainable."
500530,100004,2026-05-30,Cork Sandal,CRK-004,South,5,"Loved the material, feels premium and sustainable."
500531,100468,2026-06-19,Merino Wool Loafer,MWL-001,West,3,"Worth every rupee, best purchase this year."
500532,100982,2026-02-15,Recycled PET Runner,RPR-003,South,5,"Loved the material, feels premium and sustainable."
500533,100412,2026-05-04,Canvas Slip-On,CNV-006,West,4,"Great quality, super comfortable for daily wear."
500534,100743,2026-06-21,Recycled PET Runner,RPR-003,East,5,"Worth every rupee, best purchase this year."
500535,100856,2026-06-26,Merino Wool Loafer,MWL-001,East,4,"Worth every rupee, best purchase this year."
500536,100143,2026-07-15,Recycled PET Runner,RPR-003,West,4,"Absolutely love these, will buy another pair!"
500537,101069,2026-03-13,Bamboo Fiber Sneaker,BFS-002,West,5,"Comfortable right out of the box, no break-in needed."
500538,100617,2026-07-18,Merino Wool Loafer,MWL-001,North,1,"Ordered my usual size but it's way too tight, returning it."
500539,100126,2026-04-22,Hemp Espadrille,HMP-005,West,3,"A bit pricey for what you get, but decent quality."
500540,100544,2026-02-16,Bamboo Fiber Sneaker,BFS-002,South,3,Stitching came a little loose after light use.
500541,100287,2026-04-28,Hemp Espadrille,HMP-005,East,5,Perfect fit and very breathable material.
500542,100717,2026-06-16,Hemp Espadrille,HMP-005,South,5,Perfect fit and very breathable material.
500543,101258,2026-02-21,Hemp Espadrille,HMP-005,North,5,"Absolutely love these, will buy another pair!"
500544,100835,2026-06-22,Canvas Slip-On,CNV-006,West,5,"Great everyday shoe, gets compliments all the time."
500545,101055,2026-03-30,Canvas Slip-On,CNV-006,West,5,"Absolutely love these, will buy another pair!"
500546,100378,2026-05-08,Merino Wool Loafer,MWL-001,West,5,"Great quality, super comfortable for daily wear."
500547,100463,2026-04-27,Canvas Slip-On,CNV-006,East,4,"Loved the material, feels premium and sustainable."
